30-3-2007 17:12;;;;

Landbouwer;gerrit;;;



Delta;Prijs;Product;Tendens;Bedrijf 1 Ronde 1
Delta;Prijs;Uitgaven;Tendens;Bedrijf 1 Ronde 1
Delta;Hoeveelheid;Product;Tendens;bedrijf 1 ronde 1
Delta;Hoeveelheid;Uitgaven;Tendens;bedrijf 1 ronde 1





 ;;;;
Alea Rendement;     Bedrijf 1 Ronde 1;;;;;;;;;;;

Product;Categorie;Basis;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
zomergerst;Zomergerst;6000;6000;6000;5500.2;5500.2;5500.2;5500.2;5500.2;5500.2;5500.2;5500.2
zomertarwe;Zomertarwe;6400;6400;6400;6400;5333.12;5333.12;5333.12;5333.12;5333.12;5333.12;5333.12
zomertarwe;Zomertarwe; ; ; ; ; ; ; ; ; ; ; 
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Melk;Melkkoeien;80;80;80;80;80;80;80;80;80;80;80
Omzet en aanwas;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
Dierpremies;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
Overige opbrengst;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1

 ;;;;;;;;;;;;
Alea Rendement;     bedrijf 1 ronde 1;;;;;;;;;;;

;Activiteit;;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
N kunstmest;Asperges; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio cons. aardappelen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio pootaardappelen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio bruine bonen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio stamslabonen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio tuinbonen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio doperwten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio wintergerst; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio zomergerst; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio haver; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio wintertarwe; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio zomertarwe; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio knolselderij; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio winterpeen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio zaaiuien; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio luzerne; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio suikerbieten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio kroten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bio witlofwortel; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Blauwmaanzaad; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Tulpen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Braakland; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Braakland regio 2; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Bruine bonen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Cichorei; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Consumptieaardappelrassen hoge norm; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Consumptieaardappelrassen overig; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Consumptieaardappelrassen lage norm; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Conservenerwten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Zetmeelaardappelen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Geen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Grasland met beweiden; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Grasland met volledig maaien; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Graszaad Engels raaigras 1e jaars; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Graszaad roodzwenkgras 1e jaars; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;graszaad rietzwenkgras; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Graszaad veldbeemd; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Graszaad westerwolds; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Groene erwten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Haver; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Kapucijners; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Karwijzaad; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Knolselderij; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Koolzaad; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Korrelmaïs; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Kunstweide; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Luzerne; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Natuur faunarand; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Natuur akkerflora; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Akkerbouw overig; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Ov. tuinbouw; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Ui en zaaiui en overig; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Winterui en 2e jaars plantui; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Pootaardappelrassen hoge norm; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Pootaardappelrassen overig; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Pootaardappelrassen lage norm; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Prei; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Winterrogge; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Schorseneren; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Snijmaïs bedrijven met derogatie; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Snijmaïs bedrijven zonder derogatie; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Spinazie; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Spruitkool; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Stam en stokboon vers; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Suikerbieten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Triticale; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Tuinbonen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Valeriaan; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Veld en tuinbonen vers en rijp zaad; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Vlas; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Voederbieten; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Waspeen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Wintergerst; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Winterpeen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Wintertarwe; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Witlof; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Witte bonen; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Witte kool; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Zaaikl. verhuurd €1000; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Zaaikl. verhuurd €2000; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Zaaikl. verhuurd €3000; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Zomergerst; ; ; ; ; ; ; ; ; ; ; 
N kunstmest;Zomertarwe; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Asperges; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio cons. aardappelen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio pootaardappelen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio bruine bonen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio stamslabonen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio tuinbonen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio doperwten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio wintergerst; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio zomergerst; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio haver; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio wintertarwe; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio zomertarwe; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio knolselderij; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio winterpeen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio zaaiuien; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio luzerne; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio suikerbieten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio kroten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bio witlofwortel; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Blauwmaanzaad; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Tulpen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Braakland; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Braakland regio 2; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Bruine bonen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Cichorei; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Consumptieaardappelrassen hoge norm; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Consumptieaardappelrassen overig; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Consumptieaardappelrassen lage norm; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Conservenerwten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Zetmeelaardappelen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Geen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Grasland met beweiden; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Grasland met volledig maaien; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Graszaad Engels raaigras 1e jaars; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Graszaad roodzwenkgras 1e jaars; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;graszaad rietzwenkgras; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Graszaad veldbeemd; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Graszaad westerwolds; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Groene erwten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Haver; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Kapucijners; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Karwijzaad; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Knolselderij; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Koolzaad; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Korrelmaïs; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Kunstweide; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Luzerne; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Natuur faunarand; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Natuur akkerflora; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Akkerbouw overig; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Ov. tuinbouw; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Ui en zaaiui en overig; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Winterui en 2e jaars plantui; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Pootaardappelrassen hoge norm; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Pootaardappelrassen overig; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Pootaardappelrassen lage norm; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Prei; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Winterrogge; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Schorseneren; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Snijmaïs bedrijven met derogatie; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Snijmaïs bedrijven zonder derogatie; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Spinazie; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Spruitkool; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Stam en stokboon vers; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Suikerbieten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Triticale; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Tuinbonen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Valeriaan; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Veld en tuinbonen vers en rijp zaad; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Vlas; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Voederbieten; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Waspeen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Wintergerst; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Winterpeen; ; ; ; ; ; ; ; ; ; ; 
