//Le 19/08/10;modifié 853;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//AgriAtelierMargeFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
GereAtelierFrm;L_ModifNomAt;Modification Nom Atelier;  Modif Activity Name; Nombre Actividad Modificado;Wijziging Naam Activiteit;Modificacao nome categoria
GereAtelierFrm;L_ModifNomCat;Modification Nom Categorie; Modif Category Name;Nueva Categoria Nombre;Wijziging Naam Categorie;Modificacao nome categoria
GereAtelierFrm;L_NouvAtelier;  Nouvel Atelier;  New Activity; Nueva Actividad;  Nieuwe activiteit;Nova atividade
GereAtelierFrm;L_NouvCatCopDe;Nouvelle Catégorie copie de;New Category Copied from;Nueva Categoria copia de;De nieuwe Categorie kopiëert van;Nova categoria copiar de
GereAtelierFrm;L_PasCatSel;Aucune Catégorie sélectionnée; No Category Selected;Modificación Nombre Categoria;Geen enkele geselecteerde Categorie;Nenhuma categoria selecionada
//;;;;;;
//;;;;;;
//;;;;;;
//GereCalendrierFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
GereCalendrierFrm;L_NouvCal;Nouveau Calendrier;New Calendar;Calendario nuevo;Nieuwe Kalender;Novo Calendario
//;;;;;;
//;;;;;;
//;;;;;;
//GereCatItem;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
GereCatItem;L_CopieDe;Copie De  ;Copy of ;Copia De;Kopie van;Copiar de
//;;;;;;
//;;;;;;
//;;;;;;
//GereCatItemFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
GereCatItemFrm;L_Ani;Animaux;Animals;Animales;Dieren;Animais
GereCatItemFrm;L_ChOp;Charges Opérationnelles;Operative Costs;Costos variables;Operationele kosten;Encargos operacionais
GereCatItemFrm;L_ChStruct;Charges de Structure;Fixed Costs;Cosotos Fijos;Vaste kosten;Encargos estruturais
GereCatItemFrm;L_CleClass;Clé de Classement;Classification Keys;Clave de clasificación;Indelingssleutel;Chave de classificacao
GereCatItemFrm;L_DepFam;Dépenses Familiales;Family Expenses;Gastos Familiares;Familieuitgaven;Despesas familiares
GereCatItemFrm;L_Erreur;ERREUR;ERROR;ERROR;FOUT;ERRO
GereCatItemFrm;L_Existe;Il existe déjà;Already used;Ya existe;Is al in gebruik;Ja existe
GereCatItemFrm;L_Exter;Externalités;Externalities;Externalidades;Omgevingsfactoren;Externalidades
GereCatItemFrm;L_Impo;IMPOSSIBLE;IMPOSSIBLE;IMPOSIBLE;ONMOGELIJK;IMPOSSIVEL
GereCatItemFrm;L_JSup;Je supprime %s \n Vous êtes sur ?;I delete %s \n Are you sure;Suprimo %s \n Esta usted seguro?;Ik verwijder %s \n Weet u het zeker?;Eu apago %s \n Tem certeza ?
GereCatItemFrm;L_Modif;MODIFICATION;MODIFICATION;MODIFICACIÓN;WIJZIGING;MODICACAO
GereCatItemFrm;L_ModifNom;Modification du Nom;name Modificatin;Nombre modificado;Naam gewijzigd;Modificacao do nome
GereCatItemFrm;L_NouvCat;Nouvelle Catégorie;New Category;Nueva Categoria;Nieuwe Categorie;Nova categoria
GereCatItemFrm;L_PasNom; Pas de nom;No Name;No hay nombre;Geen Naam;Sem nome
GereCatItemFrm;L_PasSel;Aucun elément n'est sélectionné;No item selected;No hay ningun elemento seleccionado;Geen item geselecteerd;Nenhum item selecionado
GereCatItemFrm;L_Prob;PROBLEME;PROBLEM;PROBLEMA;PROBLEEM;Problema
GereCatItemFrm;L_Prod;Produits;Products;Productos;Producten;Produtos
GereCatItemFrm;L_RecDiv;Recettes Diverses;Other Revenue;Ingresos Varios;Diverse inkomsten;Receitas diversas
GereCatItemFrm;L_RecFam;Recettes Familiales;Family Revenues;Ingresos Familiares;Familieinkomsten;Receitas familiares
GereCatItemFrm;L_RienACop;Rien à copier;Nothing to copy;Nada a copiar;Niets te kopieren;Nada a copiar
GereCatItemFrm;L_Sup;SUPPRESSION;DELETION;SUPRESIÓN;AFSCHAFFING;APAGANDO
GereCatItemFrm;L_Var;Variables;Variables;Variables;Variabelen;Variaveis
//;;;;;;
//;;;;;;
//;;;;;;
//GereEnsemble;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
GereEnsemble;L_ACopierSous;A Copier sous;Copy as?;Copiar en;Te Kopieren onder?;A copiar sobre
GereEnsemble;L_Ens;Ensemble;Set;Conjunto;Samenstelling;Conjunto
GereEnsemble;L_Existe;Existe déjà;Already exists;Ya existe;Bestaat reeds;Ja existe
GereEnsemble;L_NbVar;Nb Var;No Var?;Cantidad Var?;No Var?;Nr Var
GereEnsemble;L_NoVar;N° Var;No Var?;Nº Var?;N° Var?;N° Var
//;;;;;;
//;;;;;;
//;;;;;;
//GereEtatFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
GereEtatFrm;L_CopDe;Copie de  ;Copy from;Copia de ;Kopie van;Copia de
GereEtatFrm;L_Erreur;ERREUR;ERROR;ERROR;FOUT;ERRO
GereEtatFrm;L_Existe;Il existe déjà;Already defined;Ya existe;Is reeds gedefinieerd;Ja existe
GereEtatFrm;L_Impo;IMPOSSIBLE;IMPOSSIBLE;IMPOSIBLE;ONMOGELIJK;IMPOSSIVEL
GereEtatFrm;L_ModNom;Modification Nom ;Modification of Name;Nombre Modificado;Naamswijziging;Modificacao Nome
GereEtatFrm;L_NCatCopDe;Nouvelle Catégorie copie de  ;  ;Nueva Categoria copia de;De nieuwe Categorie kopiëert van  ;Nova categoria copa de
GereEtatFrm;L_NComp;Nouvelle Comparaison;New Comparison;Nueva Comparación;Nieuwe Vergelijking;Nouvelle Comparaison
GereEtatFrm;L_NEtat;Nouvel Etat;New Output Form;Nuevo Estado;Nieuwe Staat;Nouvel Etat
GereEtatFrm;L_PasNom; Pas de nom;No Name;No hay nombre ;Geen Naam;Sem nome
GereEtatFrm;L_PasSel;Aucune Catégorie sélectionnée;No category selected;Ninguna Categoria seleccionada;Geen enkele geselecteerde Categorie;Nenhu
GereEtatFrm;L_Prob;PROBLEME;PROBLEM;PROBLEMA;PROBLEEM;PROBLEMA
GereEtatFrm;L_RienACop;Rien à copier;Nothing to copy;Nada a copiar;Niets te kopieren;ma categoria selecionada
GereEtatFrm;L_Sup;Vous voulez vraiment supprimer !;Do you really want to delete?;Estad usted seguro de suprimir !;U wilt echt verwijderen!;Vous voulez vraiment supprimer !
//;;;;;;
//;;;;;;
//;;;;;;
//LBSelectionAgriFrm;;;;;;
LBSelectionAgriFrm;L_Manuel;Manuel;Manual;Manual;Handmatig;Manual
LBSelectionAgriFrm;L_Tri;Tri;Sort;Ordenar;Sorteer;Classificar
LBSelectionAgriFrm;L_Addition;Addition;Addition;Suma;Toevoeging;Soma
LBSelectionAgriFrm;L_Extraire;Extraire;Extract;Extraer;Extraheer;Extrair
//;;;;;;
//;;;;;;
//;;;;;;
//MainForm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
MainForm;L_Affichage;AFFICHAGE;DISPLAY;MOSTRAR;DISPLAY;MOSTRAR
MainForm;L_AOuvrir;A  ouvrir ?;Do you want to open the file?;Abrir?;Openen?;Abrir?
MainForm;L_DateLim;date limite %2d %2d;final date %2d %2d;fecha límite %2d %2d;datum %2d %2d;data limite %2d %2d
MainForm;L_Ecran;Ecran l=%d h=%d \n Adaptation à cet écran !!!;Screen l=%d h=%d \n Adaptation to that screen !!!;Pantalla I=%d h=%d \n Adaptado a esta pantalla !!!;Scherm l=%d h=%d \n Aanpassing aan dit scherm!!!;Monitor l=%d h=%d \n Adaptacao a este monitor !!!
MainForm;L_EcraseFic;Ecraser Un Fichier ?;Replace a file?;Eliminar un Fichero?;Een Bestand vervangen?;Substituir ?
MainForm;L_EcraserQ; existe déjà !\nEtes-vous bien sûr(e) de vouloir l'écraser ?\n; Already exists !\nDo you really want to replace it?\n;Ya existe !\nEstad usted seguro de eliminarlo ?\n; bestaat reeds! \nWeet u zeker dat u het wilt vervangen?\n; Ja existe !\nVoce realmente quer lhe substituir ?\n
MainForm;L_Fich;FICHIER;FILE;FICHERO;BESTAND;ARQUIVO 
MainForm;L_Fichier;  fichier : ;  file: ;fichero :; bestand: ;arquivo:
MainForm;L_FinTest;PERIODE DE TEST ECOULEE;TEST PERIOD ELAPSED;Periodo de prueba agotado;AFGELOPEN PERIODE VAN TEST;PERIODO DE TERSTE TERMINADO
MainForm;L_Impo;IMPOSSIBLE;IMPOSSIBLE;IMPOSIBLE;ONMOGELIJK;IMPOSSIVEL
MainForm;L_Inco;langue inconnue;Unknown language;Idioma desconocido;onbekende taal;Idioma desconhecido
MainForm;L_Note;Notes;Notes;Notas;Aantekeningen;Notas
MainForm;L_NouvDef;NouvelleDéfinition;NewDefinition;DefiniciónNueva;Nieuwe Definitie;NovaDefinicao
MainForm;L_Nouveau;Nouveau;New;Nuevo;Nieuw;Novo cenario
MainForm;L_Ouvrir;Ouvrir;Open;Abrir;Openen;Abrir 
MainForm;L_PasAgri;Pas d'agriculteur sélectionné;No farmer selected;Ningun agricultor seleccionado;Geen geselecteerde landbouwer;Nenhum agricultor selecionado
MainForm;L_PasEnsemble;Pas d'ensemble selectionné;No Set Selected;Ningun conjunto seleccionado;Geen Set Geselecteerd;m conjuntp selecionadoNenhu
MainForm;L_PasFicOuv;Pas de fichier ouvert;No file opened;Ningun fichero abierto;Geen geopend bestand;Nenhum arquivo aberto
MainForm;L_PasMemoire;Mémoire épuisée;Out of Memory;Memoria agotada;Geen geheugen meer;Memoria cheia
MainForm;L_SauverSous;Enregistrer Sous;Save As;Guardar como;Opslaan als;Salvar como
MainForm;L_StocPermis;Stockage Permis ?;Saving Allowed?;Permitido Guardar?;Toegestane opslag?;Estocagem permitida?
MainForm;L_Excel;Excel est déjà ouvert! Fermer-le avant de continuer;Excel is already open, close it before continuing;Excel ya está abierto, ciérrelo antes de continuar;Excel is al open, sluiten voordat je verdergaat;Excel estiver aberto, feche-o antes de continuar
//;;;;;;
//;;;;;;
//;;;;;;
//MvtAnneeFrm;;;;;;
MvtAnneeFrm;L_Debut;Début;Start;Inicio;Begin;Inicio
MvtAnneeFrm;L_Vente;Vente;Sale;Venta;Verkoop;Venda
MvtAnneeFrm;L_Achat;Achat;Purchase;Compra;Aankoop;Compra
MvtAnneeFrm;L_Ne;Né;Born;Nació ;Geboren;Nasceu 
MvtAnneeFrm;L_Mort;Mort;Dead;Murió;Dood;Morreu
MvtAnneeFrm;L_Entree;Entrée;In;Entrada ;Inkomend;Entrada 
MvtAnneeFrm;L_Sortie;Sortie;Output;Salida;Uitgaand;Saída
MvtAnneeFrm;L_Fin;Fin;End;Final;Einde;Fim
//;;;;;;
//;;;;;;
//;;;;;;
//NouvAgriFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
NouvAgriFrm;L_ACopSous;Copier sous (nouveau nom);Copy as (new name);Copiar como (nuevo nombre);Kopiëren onder (deze naam);Copia como (novo nome)
NouvAgriFrm;L_Agri;Agriculteur;Farmer;Agricultor;Landbouwer;Agricultor
NouvAgriFrm;L_CopieDe;Copie de  ;Copy from;Copiar de ;Kopie van;Copia de
NouvAgriFrm;L_Erreur;ERREUR;ERROR;ERROR;FOUT;ERRO
NouvAgriFrm;L_Existe;Il existe déjà;Already exists;Ya existe;Deze bestaat reeds;Ja existe
NouvAgriFrm;L_Modifier;Modifier  ;Modify;Modificar;Wijzigen;Modificar
NouvAgriFrm;L_ModNomEn;Modifier le Nom en ;Modify Name as;Modificar el Nombre en;De Naam Wijzigen in;Modificar o nome em
NouvAgriFrm;L_ModNomVar;Modifier le nom des variantes ;Modify Variants name;Modificar el nombre de variantes;De Naam van de Varianten Wijzigen;Modificar o nome das variaveis
NouvAgriFrm;L_NbVar;Nb Variante;No Variant;Cantidad Variantes;Aantal Varianten;Nr Variavel
NouvAgriFrm;L_NouvAgri;Nouvel Agriculteur;Copy from;Agricultor Nuevo;Nieuwe Landbouwer;Novo agricultos
NouvAgriFrm;L_NoVar;N° Variante;No Variant;Nº Variantes;N° Variant;N° Variavel
NouvAgriFrm;L_VAR;VARIANTES;VARIANTS;VARIANTES;VARIANTEN;VARIAVEIS
NouvAgriFrm;L_VarDe;Variante de  ;Variant from;Variante de ;Variant van;Variavel de  
//;;;;;;
//;;;;;;
//;;;;;;
//QRSortieQuantFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
QRSortieQuantFrm;L_1;Quantites Physiques;Actual Quantities;Cantidades Físicas;Actuele hoeveelheden;Quantidades fisicas
QRSortieQuantFrm;L_2;Externalités;Externalities;Externalidades;Omgevingsfactoren;Externalidades
QRSortieQuantFrm;L_3;Produits;Products;Productos;Producten;Produtos
QRSortieQuantFrm;L_4;Charges;Costs;Costos;Kosten;Encargos
QRSortieQuantFrm;L_5;Animaux Vendus;Animals Sold;Animales Vendidos;Verkochte dieren;Animais vendidos
QRSortieQuantFrm;L_6;tête;head;cabeza;hoofd;cabeca
QRSortieQuantFrm;L_7;Animaux Achetés;Animals bought;Animales Comprados;Gekochte dieren;Animais comprados
QRSortieQuantFrm;L_8;Négatives;Negative;Negativas;Negatief;Negativos
QRSortieQuantFrm;L_9;Positives;Positive;Positivas;Positief;Positivos
QRSortieQuantFrm;L_Comp;Comparaison;Comparison;Comparación;Vergelijking;Comparacao
//;;;;;;
//;;;;;;
//;;;;;;
//QRSortieValFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
QRSortieValFrm;L_1;Synthèse Economique;Economical Synthesis;Resumen Económico;Economische synthese;Sintese economica
QRSortieValFrm;L_10;Animaux Recettes Dépenses;Animals Incomes Expenses;Animales Ingresos Gastos;Dieren Inkomsten Uitgaven;Animais - Receitas e Despesas
QRSortieValFrm;L_100;Acompte Novembre;Account November;Anticipo Noviembre;Voorschot November;Conta em Novembro
QRSortieValFrm;L_101;Solde;Balance;Balance;Saldo;Saldo
QRSortieValFrm;L_102;Emprunt Long Terme;Long Term Loan;Prestamo Largo Plazo;Lening Lange Termijn;Emprestimo de longo prazo
QRSortieValFrm;L_103;Emprunt Court Terme;Short Term Loan;Prestamo Corto Plazo;Lening Korte Termijn;Eprestimo de curto prazo
QRSortieValFrm;L_104;OCCC;Overdraft;Credito al descubierto;OCCC;Descoberto autorizado
QRSortieValFrm;L_105;Frais Occc;OverDraft costs;Costos Crédito al descubierto;Kosten Occc;Custo descoberto autorizado
QRSortieValFrm;L_106;RECAPITULATION;RECAP;RECAPITULACIÓN;RECAPITULATIE;RECAPITULACAO
QRSortieValFrm;L_107;Subvention;Grant;Subvención;Subsidie;Subsidio 
QRSortieValFrm;L_108;Amortissement;Depreciation;Amortización;Afschrijving;Depreciacao
QRSortieValFrm;L_109;à amortir;To pay off;A amortizar;om af te schrijven;a amortizar
QRSortieValFrm;L_11;Oubli dans Prepare;Missing item in Planning;Olvidado en la Planificación;Vermist item in Planning;Item esquecido no planejamento
QRSortieValFrm;L_110;Placement;Investment;Inversión;Belegging;Investimento 
QRSortieValFrm;L_111;Rentrée;Input;Entradas;Invoer;Entrada
QRSortieValFrm;L_112;Intérêt;Interest;Interes;Rente;Juros
QRSortieValFrm;L_113;Créance;Credit;Créditos;Vordering;Credito
QRSortieValFrm;L_114;Capital;Capital;Capital;Kapitaal;Capital
QRSortieValFrm;L_115;Annuité;Payment;Anualidad;Annuiteit;Anuidade
QRSortieValFrm;L_116;  Capital;  Reimbursment;Capital;  Kapitaal;  Capital
QRSortieValFrm;L_117;  Intérêt;  Interest;Interes;  Rente;Juros
QRSortieValFrm;L_118;Dette;Debt;Deuda;Schuld;Divida  
QRSortieValFrm;L_119;Petit Matériel;Small equipments;Pequeños Materiales;Klein Materiaal;Pequenos materiais
QRSortieValFrm;L_12;Chiffre d'affaire;Sales;Cifra de negocios;Verkopen;Vendas
QRSortieValFrm;L_120;Autres Immobilisations;Other Fixed Assets;Otras Inmobilizaciones;Andere Vaste Activa;Outras imobilizacoes
QRSortieValFrm;L_121;Valeur Résiduelle;Residual value;Valor Residual;Restwaarde;Valor residual
QRSortieValFrm;L_122;Production d'immobilisation;Fixed Assets Production;Producción de inmobilización;Productie Vaste Activa;Produtos de imobilizacao
QRSortieValFrm;L_123;Plus Value;SurPlus;Aumento Valor;Meerwaarde;mais valor
QRSortieValFrm;L_124;Moins Value;Depreciation;Perdida de valor;Afschrijving;menos valor
QRSortieValFrm;L_125;Valeur Plantations;Trees Value;Valor Pantaciones;Waarde Plantopstanden;valor Plantacaoes
QRSortieValFrm;L_126;Prod Immo;Fix.Ass. Prod.;Prod Inmo;Productie Vaste Activa;Prod Imob
QRSortieValFrm;L_127;Prod Immo famille;Family Fix.Ass. Prod.;Prod Inmo familia;Productie Vaste Activa familie;Prod Imob familia
QRSortieValFrm;L_128;Récapitulatif Immobilisations hors pérennes;Recap Fixed Assets Without Tree-crops;Resumen Inmobilizacion fuera perennes;recapitulatie vaste activa zonder boomgewassen;Recapitulativo imobilizacoes fora perenes
QRSortieValFrm;L_13;MARGE;MARGIN;Margen;MARGE;MARGEM
QRSortieValFrm;L_14;EBE ;EBE ;EBE;EBE ;EBE 
QRSortieValFrm;L_15;CAF ;CAF ;CAF;CAF;CAF 
QRSortieValFrm;L_16;SOLDE;BALANCE;SALDO;SALDO;SALDO
QRSortieValFrm;L_17;SOLDE CUMULE;ADDED BALANCE;SALDO ACUMULADO;CUMULITATIEF SALDO ;SALDO TOTAL
QRSortieValFrm;L_18;Produits Ceg;Products Accounts;Productos Cuentas;Producten Rekening;Produtos Contas
QRSortieValFrm;L_19;Résultat Ceg;Results  Accounts;Resultados Cuentas;Resultaat Rekening;Resultados Contas
QRSortieValFrm;L_2;Compte de Résultat;Profit and Loss Account;Cuenta de Resultados;Verlies en WinstRekening;Resultado perdas e ganhos
QRSortieValFrm;L_20;Amortissement Immo;Fixed Ass. Depreciation;Amortización Inmo;Afschrijving Vaste Activa;Depreciacao imobilado
QRSortieValFrm;L_21;Amortissement Plantation;Land Depreciation;Amortización Plantación;Afschrijving Land;Depreciacao da terra
QRSortieValFrm;L_22;Produits;Products;Productos;Producten;Produtos
QRSortieValFrm;L_23;Recettes;Incomes;Ingresos;Inkomsten;Receitas
QRSortieValFrm;L_24;Recettes Diverses;Misc. Incomes;Ingresos Varios;Diverse inkomsten;Receitas diversas
QRSortieValFrm;L_25;Var. Stock;Stock Var.;Var. Stock;Var. Voorraad;Var. Estoque
QRSortieValFrm;L_26;Var. stock en terre;Land stock Var.;Var. Terrenos;Var. hoeveelheid land;Var. Terra
QRSortieValFrm;L_27;.  Variation valeur plantation;.  Land value Variation;. Variación valor plantación;.  Variatie waarde land;.  Variacao valor da plantacao
QRSortieValFrm;L_28;Var. inv animal Repro;Var. No animal Breeder;Var. Inv animal Repro;Var. Geen vermeerderaar;Var. inv Reprodutores
QRSortieValFrm;L_29;                Autre;               Other;               Otro;                Ander;                Outro
QRSortieValFrm;L_3;Bilan;balance sheet;Balance;Balans;Balanco
QRSortieValFrm;L_30;Produits financiers;Fin. Products;Productos financieros;Financiële producten;Produtos financeiros
QRSortieValFrm;L_31;Production d'immo;Fix. Ass. Outputs;Producción de inmo;Output Vaste Activa;Produtos de imobilizacao
QRSortieValFrm;L_32;Cession d'actif;Transfer of assets;Transferencia de activo;Overdracht van activa;Transferencia de ativos
QRSortieValFrm;L_33;Perte Exceptionnelle;Exceptional Losses;Pérdidas Excepcionales;Uitzonderlijk verlies;Perda exepcional
QRSortieValFrm;L_34;Amortissement Subvention;Depreciation Grant;Amortización Subvención;Afschrijving Subsidie;Amortizacao subsidio
QRSortieValFrm;L_35;Charges;Costs;Costos;Kosten;Encargos
QRSortieValFrm;L_36;Dépenses Exploitation;Farm Expenses;Gastos Explotación;Bedrijf Uitgaven ;Despesas da fazenda
QRSortieValFrm;L_37;Dépenses Diverses;Misc. Expenses;Gastos Varios;Diverse uitgaven;Despesas diversas
QRSortieValFrm;L_38;Val comptable cession;Transfer of Account Val.;Transferencia Val contable;Overdracht van rekening;Val comtabil tranferencia
QRSortieValFrm;L_39;Charges de Structure;Fixed Asset Costs;Costos fijos;Kosten Vaste Activa;Encargos estruturais
QRSortieValFrm;L_4;Privé;Private;Privado;Privé;Privado
QRSortieValFrm;L_40;Frais fin LT;LT Fin. Cost;Costos fin LP;Kosten LT;Custos financ LP
QRSortieValFrm;L_41;Frais fin CT;ST Fin. Cost;Costos fin CP;Kosten KT;Custos financ CP
QRSortieValFrm;L_42;Frais fin OCCC;OverDraft Fin. Cost;Costos fin Credito al descubierto;Kosten OCCC;Custos finanac Descoberto autoriz
QRSortieValFrm;L_43;Autres Ch Struct;Other Fixed Costs;Otros Costos Fijos;Andere Vaste Kosten;Outros encargos estruturais
QRSortieValFrm;L_44;Résultat;Result;Resultado;Resultaat;Resultado
QRSortieValFrm;L_45;EBE test;EBE test;test EBE;EBE test;EBE teste
QRSortieValFrm;L_46;CAF test;CAF test;test CAF;Caf test;CAF teste
QRSortieValFrm;L_47;Récapitulatif Emprunt Long Terme;Summary Long Term Loan;Resumen Prestamos Largo Plazo; Recapitulatie lening LT;Recaptulativo emprestimo longo prazo
QRSortieValFrm;L_48;ACTIF;ASSETS;ACTIVO;ACTIVA;ATIVO
QRSortieValFrm;L_49;  +Apports; + Revenues;  + Aportes; =+ Opbrengsten; +Receitas
QRSortieValFrm;L_5;Recettes Dépenses;Incomes Expenses;Ingresos Gastos;Inkomsten Uitgaven;Receitas e despesas
QRSortieValFrm;L_50; -Prélevements; - Expenses; -Retiradas; =- Uitgaven; -Despesas
QRSortieValFrm;L_51;+ Production d'immo; + Assets Production; + Producción de inmo; =+ Activa Productie; + Produção de capital
QRSortieValFrm;L_52; +Produits financiers; +Financial Products; + Productos financieros; =+Financiele Producten; +Produtos financeiros
QRSortieValFrm;L_53; -Remboursement LT; -LT reimbursement; - Reembolso LP; =-LT aflossing; -Reembolso LP
QRSortieValFrm;L_54; -Remboursement CT; -ST reimbursement; - Reembolso CP; =-ST aflossing; -Reembolso CP
QRSortieValFrm;L_55; -Frais fin LT; -LT Financial cost;  - Costo fin LP; =-LT Financiele kosten;  -Custo finanac LP
QRSortieValFrm;L_56; -Frais fin CT; -ST Financial cost; - Costo fin CP; =-ST Financiele kosten; -Custos financ CP
QRSortieValFrm;L_57; -Placements; -Savings; - Inversiones; =-Besparingen; -Poupanca
QRSortieValFrm;L_58;Solde Privé;Private Balance;Saldo Privado;Prive saldo;Saldo privado
QRSortieValFrm;L_59;TOTAL Recettes Produits;TOTAL Product Incomes;TOTAL Ingresos Productos;TOTAAL Inkomsten Producten;TOTAL Receitas Produtos
QRSortieValFrm;L_6;Calcul Tva;Vat calculation;Calculo IVA;Berekening BTW;Calculo Vat
QRSortieValFrm;L_60;TOTAL Charges opérationnelles;TOTAL Operational Costs;TOTAL Costos variables;TOTAAL operationele Lasten;TOTAL Encargos operacionais
QRSortieValFrm;L_61;TOTAL Structure;TOTAL Fixed Assets;TOTAL Costos fijos;TOTAAL Vaste Kosten;TOTAL Estrutura
QRSortieValFrm;L_62;TOTAL Recettes Diverses;TOTAL Misc. Incomes;TOTAL Ingresos Varios;TOTAAL Diverse Inkomsten;TOTAL Receitas Diversas
QRSortieValFrm;L_63;TOTAL Dépenses Diverses;TOTAL Misc. Expenses;TOTAL Gastos Varios;TOTAAL Diverse Uitgaven;TOTAL Despesas Diversas
QRSortieValFrm;L_64;Recettes Familiales;Family Incomes;Ingresos Familiares;Familieinkomsten;Receitas Familiares
QRSortieValFrm;L_65;TOTAL Recettes Familiales;TOTAL Family Incomes;TOTAL Ingresos Familiares;TOTAAL Familieinkomsten;TOTAL Receitas Familiares
QRSortieValFrm;L_66;Dépenses Familiales;Family Expenses;Gastos Familiares;Familieuitgaven;Despesas Familiares
QRSortieValFrm;L_67;TOTAL Dépenses Familiales;TOTAL Family Expenses;TOTAL Gastos Familiares;TOTAAL Familieuitgaven;TOTAL Despesas Familiares
QRSortieValFrm;L_68;Subventions;Grants;Subvenciones;Subsidies;Subsidios
QRSortieValFrm;L_69;Créances et Dettes;Loans and Debts;Créditos y Deudas;Vorderingen en Schulden;Emprestimos e dividas
QRSortieValFrm;L_7;Finances;Finance;Finanzas;Financiën;Financas
QRSortieValFrm;L_70;Créances;Loans;Créditos;Vorderingen;Emprestimos  
QRSortieValFrm;L_71;Dettes;Debts;Deudas;Schulden;Dividas
QRSortieValFrm;L_72;Tva;Vat;IVA;BTW;Vat
QRSortieValFrm;L_73;Solde Tva;Vat Balance;Saldo IVA;Saldo BTW;Saldo Vat
QRSortieValFrm;L_74;Trésorerie Initiale;Initial Treasury;Tesoreria Inicial;Kas Beginbalans;Tesouraria inicial
QRSortieValFrm;L_75;total;Total;total;totaal;total
QRSortieValFrm;L_76;Vente d'Animaux;Animals Sold;Venta de Animales;Verkoop van Dieren;Venda de animais
QRSortieValFrm;L_77;Achat d'Animaux;Animals bought;Compras de animales;Aankoop van Dieren;Compra de animais
QRSortieValFrm;L_78;SOLDE ventes-achats;BALANCE sales-buying;SALDO compras-ventas;SALDO verkoop-aankoop;SALDO Compra-Venda
QRSortieValFrm;L_79;Ventes d'animaux;Animals Sales;Ventas de animales;Verkoop van dieren;Venda de animais
QRSortieValFrm;L_8;Immobilisations;Fixed Assets;Inmobilizaciones;Vaste Activa;Imobilizacoes
QRSortieValFrm;L_80;Achats d'animaux;Animals Buying;Compra de Animales;Aankopen van dieren;Compra de animais
QRSortieValFrm;L_81;Immobilisation;Fixed Assets;Inmobilización;Vaste Activa;Imobilizacao
QRSortieValFrm;L_82;Achat;Buying;Compra;Aankoop;Compra   
QRSortieValFrm;L_83;Vente;Sale;Venta;Verkoop;Venda
QRSortieValFrm;L_84;Achat-Vente;Buying-Sales;Compra-Venta;Aankoop-Verkoop;Compra-Venda
QRSortieValFrm;L_85;Emprunts;Loans;Prestamos;Leningen;Emprestimos
QRSortieValFrm;L_86;Emprunt;Loan;Prestamo;Lening;Emprestimo
QRSortieValFrm;L_87;Remboursement;Reimbursment;Reembolso;Aflossing;Reembolso
QRSortieValFrm;L_88;Interet;Interest;Interes;Rente;Juros
QRSortieValFrm;L_89;net;net;neto;netto;liquido
QRSortieValFrm;L_9;Pérennes Eléments comptables;Tree-crops accounting Items;Perennes Elementos contables;Blijvende teelten Boekhoudelementen;Perenes - Itens contabeis
QRSortieValFrm;L_90;Placements;Investments;Inversiones;Beleggingen;Investimentos
QRSortieValFrm;L_91;Placé;Invested;Invertido;Belegd;Investido
QRSortieValFrm;L_92;Disponible;Available;Disponible;Beschikbaar;Disponivel
QRSortieValFrm;L_93;TOTAL Dépenses Charges;TOTAL Expenses Costs;TOTAL Gastos Costos;TOTAAL Uitgaven Kosten;TOTAL Despesas Encargos
QRSortieValFrm;L_94;Encaissé;Received;Recibido;Ontvangen;Caixa
QRSortieValFrm;L_95;Versé;Paid;Pagado;Betaald;Pago
QRSortieValFrm;L_96;Acompte Fevrier;Account February;Anticipo Febrero;Voorschot Februari;Conta em Fevereiro
QRSortieValFrm;L_97;Régularisation ;Adjustment ;Regularización;Aanpassing;Regularizacao
QRSortieValFrm;L_98;Acompte Mai;Account May;Anticipo Mayo;Voorschot Mei;Conta em Maio
QRSortieValFrm;L_99;Acompte Aout;Account August;Anticipo Agosto;Voorschot Augustus;Conta em Agosto
QRSortieValFrm;L_AnnuInt;Annuités + Intérêts LT;Annuities + Interests LT?;Anualidades + Interes LP?;Annuiteiten + Renten LT;Anuidades + Juros LP
QRSortieValFrm;L_CapDuLT;Capital LT restant Du;LT Fixed Assets still to pay?;Capital LP sobrante de ?;LT vaste activa nog te betalen?;Capital LP restante do
